facility_id,facility_name,region,archive_hours,hours_with_occupancy_pct,hours_with_waiting,hours_with_present,coverage_pct,longest_gap_hours,first_reading,last_reading
51219046,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51245132,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,Côte-Nord,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51217628,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,Laurentides,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51247344,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51247302,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51246874,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,Laurentides,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51225357,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51247476,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,Abitibi-Témiscamingue,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51247542,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,Abitibi-Témiscamingue,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51218733,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,Côte-Nord,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51247583,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51223832,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51216687,CHUS - HÔPITAL FLEURIMONT,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51216695,CHUS - HÔTEL-DIEU DE SHERBROOKE,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51219418,CLSC DE POHÉNÉGAMOOK,Bas-Saint-Laurent,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51219491,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,Outaouais,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51221307,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51220978,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228765,CLSC ET HÔPITAL LE ROYER,Côte-Nord,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228005,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,Montérégie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51229185,HÔPITAL BROME-MISSISQUOI-PERKINS,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51219400,HÔPITAL D'ALMA,Saguenay-Lac-Saint-Jean,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228906,HÔPITAL D'AMOS,Abitibi-Témiscamingue,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51226892,HÔPITAL D'AMQUI,Bas-Saint-Laurent,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51227775,HÔPITAL DE CHANDLER,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51219384,HÔPITAL DE DOLBEAU-MISTASSINI,Saguenay-Lac-Saint-Jean,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51220903,HÔPITAL DE GASPÉ,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228120,HÔPITAL DE GRANBY,Estrie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51227783,HÔPITAL DE L'ARCHIPEL,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51233914,HÔPITAL DE L'ENFANT-JÉSUS,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51221364,HÔPITAL DE LA BAIE,Saguenay-Lac-Saint-Jean,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228310,HÔPITAL DE LACHINE,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51244945,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,Lanaudière,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51224392,HÔPITAL DE LASALLE,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51221893,HÔPITAL DE MANIWAKI,Outaouais,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51218980,HÔPITAL DE MATANE,Bas-Saint-Laurent,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51217610,HÔPITAL DE MONT-LAURIER,Laurentides,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51245223,HÔPITAL DE MONTMAGNY,Chaudière-Appalaches,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51221877,HÔPITAL DE NOTRE-DAME-DU-LAC,Bas-Saint-Laurent,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228922,HÔPITAL DE ROUYN-NORANDA,Abitibi-Témiscamingue,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228864,HÔPITAL DE SAINT-EUSTACHE,Laurentides,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228971,HÔPITAL DE SAINT-GEORGES,Chaudière-Appalaches,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228880,HÔPITAL DE SAINT-JÉRÔME,Laurentides,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51225589,HÔPITAL DE VAL-D'OR,Abitibi-Témiscamingue,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51218097,HÔPITAL DE VERDUN,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51235190,HÔPITAL DOUGLAS,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51229045,HÔPITAL DU HAUT-RICHELIEU,Montérégie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51217529,HÔPITAL DU SAINT-SACREMENT,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51229136,HÔPITAL DU SUROÎT,Montérégie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228203,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,Saguenay-Lac-Saint-Jean,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51224541,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,Saguenay-Lac-Saint-Jean,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228823,HÔPITAL ET CHSLD DE PAPINEAU,Outaouais,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51219459,HÔPITAL ET CHSLD DU PONTIAC,Outaouais,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228799,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,Outaouais,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51228690,HÔPITAL ET CLSC DE LA MALBAIE,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51247799,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51232023,HÔPITAL ET CLSC DE SEPT-ÎLES,Côte-Nord,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51227908,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,Gaspésie-Îles-de-la-Madeleine,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51248219,HÔPITAL GÉNÉRAL DE MONTRÉAL,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51221141,HÔPITAL NOTRE-DAME-DE-FATIMA,Bas-Saint-Laurent,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51229011,HÔPITAL PIERRE-BOUCHER,Montérégie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51227882,HÔPITAL RÉGIONAL DE RIMOUSKI,Bas-Saint-Laurent,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51223295,HÔPITAL ROYAL VICTORIA,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51217602,HÔPITAL SAINT-FRANÇOIS D'ASSISE,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51227569,HÔTEL-DIEU DE LÉVIS,Chaudière-Appalaches,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51229102,HÔTEL-DIEU DE SOREL,Montérégie,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51248201,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51232130,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51235307,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51223279,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,Montréal,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
51217586,L'HÔTEL-DIEU DE QUÉBEC,Capitale-Nationale,232,232,232,232,100.0,0,2026-09-02T06:00,2026-09-11T21:00
